country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
Belgium,BEL,11810619368.387356,12561701694.331919,13436827166.51867,14445805381.387213,16168044450.25225,17597783297.458344,18894891312.297703,20252508995.474495,21654856965.428123,24019653474.99587,26706196046.79306,29821661869.912014,37209418018.51343,47743801490.374664,56033077879.03894,65678189097.29078,71113882967.60712,82839905458.63815,101246526194.44089,116315456796.918,126829314388.19148,104730018470.23033,92095926187.53311,87184239053.25444,83349530159.17342,86268264148.37964,120018787249.41304,149394404105.8887,162299103675.26056,164221056511.05652,205331747947.8513,210510999409.33255,234781652446.67502,224721795708.95523,244884129491.19846,288025588396.2781,279201433224.75574,252708051420.83896,258528339631.0291,258245733221.46774,236792460312.4711,236746141604.3704,258383599375.17697,318082528506.5876,369214712443.20557,385714762230.03876,408259840868.82294,470922156309.4525,517328087920.078,483254171097.8122,481420882905.0009,523330354138.1333,496152879924.7267,521791015247.0603,535390200131.0177,462335574841.48413,476062757356.92725,502764720556.3538,543299066998.90155,535865804349.80304,526021513474.2427,600904461226.3469,583613982019.263,632216577075.1093,632216577075.1093
Belize,BLZ,28072478.072478075,29964999.964999966,31857591.85759186,33750113.750113755,36194586.194586195,40110040.11004011,44450044.45004445,47431255.747674,44999910.00018,47399905.2001896,53339893.320213355,59074687.19618515,65998069.38476313,78214767.83014962,103160450.4458694,118194026.25157352,97094227.22924706,117650000.0,136300000.0,151800000.0,197938222.43,196089854.655,182206326.985,192103185.95499998,214381949.02,212643742.665,231638320.535,281082558.58500004,320093360.27,369133890.705,545686365.523175,594975697.04556,693625168.24559,750018765.3277149,769649509.4810951,816491620.228815,848205276.869645,870861115.17749,926550756.039735,996906468.694785,1134756760.6207051,1168127973.9434898,1240059540.093475,1303381860.756735,1394273990.600035,1468145956.19917,1584207353.220495,1699214298.9143949,1731921564.0667,1681473348.434685,1739070295.44027,1818831938.17757,1899503249.864295,2021757434.18064,2125125606.2572303,2194709309.242045,2240593542.975695,2266664817.08822,2292787335.624515,2386792476.106365,2047727810.06777,2424575179.378305,2830507575.6840954,3281500000.0,3281500000.0
Benin,BEN,226195578.43449736,235668220.50820154,236434954.038578,253927697.25804955,269819005.8781397,289908680.4263955,302925235.1519967,306221953.10491055,326323105.2647596,330748244.5395739,333627713.49443835,335073027.54117006,410331856.99121785,504376074.1857087,554654860.7025769,676870140.3415287,698408261.9222374,750049778.8406903,928843469.4317267,1186231019.8204372,1405251846.5404758,1291120188.431039,1267778670.359021,1095348199.4391124,1051134008.7897869,1045712789.1488353,1336102025.2776284,1562412227.9005773,1620246083.7947803,1502294416.1712859,1959965330.1476502,1986437796.5305347,1695315305.7030787,2274558082.7613525,1598075943.867737,2169627137.920696,2361116449.393076,2268301646.4670687,2455092686.347117,3677393998.7448587,3519991440.4791317,3666222635.138748,4194342686.2178025,5349258094.482386,6190270380.498556,6567654954.38903,7034111314.888124,8169048382.838754,9787734526.23965,9738626517.003195,9535345015.78355,10693321363.657408,11141358115.899054,12517845123.931498,13284527846.908115,11388160996.773783,11821065853.38379,12701655836.9467,14262408089.926104,14390708751.024961,15686741883.93395,17687623530.335533,17425418044.290585,19673284686.00226,19673284686.00226
Bermuda,BMU,84466652.58889124,89249985.12500247,94149984.30833595,96366650.60555823,107566648.73889188,114339050.28584763,134173375.33543344,155102980.0943505,150000000.0,164900000.0,186300000.0,211100000.0,235400000.0,269500000.0,312600000.0,345000000.0,386300000.0,447000000.0,475800000.0,517200000.00000006,613299968.0,739100032.0,785500032.0,889400000.0,985699968.0,1039500031.9999999,1173500032.0,1296499968.0,1415100032.0,1501500032.0,1592400000.0,1634900000.0,1679900000.0,1820359900.0,1867160100.0,2030750000.0,2695390000.0,2932827000.0,3130748000.0,3324433000.0,3480219000.0,3680483000.0,3937228000.0,4186524999.9999995,4484703000.0,4868136000.0,6144000000.0,6767000000.0,6980000000.0,6656000000.0,6634526000.0,6312691000.0,6378188000.0,6465756000.0,6413988000.0,6654541000.0,6899911000.0,7142316000.0,7225977000.0,7423465000.0,6887147000.0,7286607000.0,7827980000.0,,7827980000.0
Bhutan,BTN,,,,,,,,,,,61812113.038288265,66289450.3275192,70139866.78900023,78900289.31070651,92901784.53590578,86820762.46963988,88461262.74036352,97884433.75638136,94086227.65383297,105377995.18845575,128669200.89101477,139174178.05554134,141439317.4098468,156704289.9037103,160423493.96259633,163288815.32086912,191218115.4884852,242742766.35420284,272298066.541674,264798626.1625219,287765007.10715,240294286.0159245,240233531.16046432,225973692.83710003,258954708.04853308,290490983.81577843,303408345.62007755,352229076.70762706,363458380.90334153,399311199.5077601,460733418.3992761,496110225.71030724,559345263.7083086,651935430.314445,735348490.4284352,860391000.2216555,942879878.5388786,1255767964.004914,1317517834.5991557,1331343797.773081,1673464261.2798216,1938441288.7919033,1939730676.1747937,1913162477.220792,2057330872.7315116,2154921010.655577,2322730512.468928,2591358115.158436,2583335723.321254,2735683408.576508,2457604042.409587,2768802803.1814113,2898227713.223154,,2898227713.223154
Bolivia,BOL,373250000.0,406000000.0,443916666.6666666,478000000.0,538583333.3333334,598333333.3333334,662500000.0,748250000.0,849333333.3333333,920333333.3333333,1006833333.3333333,1084666666.6666667,1286153846.1538463,1263600000.0,2101299999.9999998,2405900000.0,2733350000.0,3229049999.9999995,3760099999.9999995,4510500000.0,4450368036.69452,5778487836.53844,5600385567.807593,5414008064.034612,6169304491.537309,5377276656.904499,3959383519.7803597,4347956337.833374,4597611710.021265,4715973437.393705,4867582597.52327,5343262457.102258,5643868748.681265,5734699488.849339,5981222858.82727,6715161732.22658,7396949126.356853,7925736821.4503355,8497494652.125457,8285064434.568255,8397855484.769085,8141516928.394893,7905485146.443515,8082399639.543047,8773451751.512096,9549122905.328524,11451844902.221363,13120108008.347721,16674276285.895582,17339992193.732193,19649723722.103386,23963164696.591965,27084497481.910275,30659338885.672935,32996188017.366135,33000198248.914616,33941126193.921852,37508642170.767006,40287647930.53545,40895322850.94067,36629843806.07815,40406111693.198265,44008282879.884224,45849832906.413895,45849832906.413895
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753478260.869566,6122959183.67347,4735044707.239689,3630668949.8324594,1255802469.1358023,1866572953.7366548,2786045321.637427,3671909673.044008,4116774300.606705,4686256363.047072,5567772768.811885,5800615466.266482,6728220886.645462,8498894359.386289,10156541538.39903,11222796336.542631,12864841905.954311,15778734264.37873,19112796623.117504,17613949091.229362,17176315803.729837,18644233537.109337,17226735995.690475,18179108530.526096,18558733564.4692,16404348871.443703,17116926327.624695,18326373366.110527,20484053868.92458,20482608755.378956,20226036564.412888,23672712242.214893,24534663636.17784,27054889362.885204,27054889362.885204
Botswana,BWA,30411413.655282825,32902612.866485514,35644956.64304291,38091842.8546863,41616347.79068649,45788696.33439149,51465655.39210832,58642354.08967297,66248441.418246634,77361546.50675365,96243233.66098373,127448613.50506146,164460914.97720063,244124164.04221785,306044207.5302034,355168571.5367514,372025093.0062732,451624780.27459735,590407374.4471157,819870258.7830534,1060889703.7537392,1073812830.3005242,1014945695.7192708,1172230396.5809908,1240822167.4357061,1114783342.7153945,1392602163.538292,1965226890.0455704,2644554158.7279363,3083822112.020233,3790636324.447746,3942876703.451844,4146464586.616739,4160129174.7056947,4259259604.156229,4730599121.927042,4847757217.758154,5020265626.664892,4790481509.176786,5484263346.881052,5788329609.157553,5489608299.664453,5438863982.886922,7511582173.377239,8957467706.535404,9918907108.097015,9919158482.410852,10567270655.502705,10730829116.410507,10118459242.318321,12637273429.133932,15110643612.17291,13907464500.148876,14271738933.204172,15470088500.74136,13530748844.504961,15082637184.04962,16105155856.770824,17031943186.13526,16725908148.548136,14960291105.931597,18750946600.142254,20321958850.03632,19395765126.312748,20321958850.03632
Brazil,BRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425595310393.455,384959818181.81665,342534090909.09094,328191909882.2324,368292034380.95984,525369467295.7375,769333050986.9048,850426432991.7421,883206179730.4618,863710759256.4348,599642024319.5311,655448231983.5271,559983634798.9812,509795273806.7151,558233745651.8737,669289424806.307,891633839853.1047,1107626541710.7407,1397114486471.384,1695855083552.0544,1666996438681.463,2208837745214.2334,2616156223977.466,2465227803011.568,2472819535742.7266,2456043727198.8545,1802212206904.6777,1795693482652.5151,2063514977334.3206,1916933898038.3572,1873288205186.4495,1476107231194.106,1670647399034.6658,1951923942083.3196,2173665655937.2737,2616156223977.466
Brunei Darussalam,BRN,,,,,,114039500.59126753,132757528.04437447,139029537.2433213,160818235.86674595,161210236.4416801,179078929.315763,197525767.79173467,270822782.02667373,433095526.6861359,1073591623.999176,1168304305.6551259,1423037167.087171,1732721160.941215,1941579358.1864755,2803834158.481861,4928806542.84871,4366230382.848044,4264202520.998586,3844632166.773148,3782553233.98105,3523532486.4213805,2358574402.606391,2754485672.486435,2690684124.874219,2985532273.1659093,3520487626.983895,3701774188.880206,4183632940.3849187,4105729020.6468534,4087220218.8754544,4734103536.46706,5115454089.632854,5197311972.069078,4051142386.3021197,4600116699.1257,6001282104.08228,5601018684.249742,5843368267.853911,6557397070.22741,7872202803.408771,9531420027.79385,11470464771.013,12247677993.924765,14393434224.759678,10732595016.118177,13707280259.97628,18525128526.376625,19048443340.773243,18094321616.795853,17097802752.872839,12930291487.95813,11400466356.389812,12128183904.450096,13566937673.796574,13469235364.703175,12005799653.983503,14006496617.445808,16681536466.7183,15128292953.509842,19048443340.773243
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,19839230769.23077,19870000000.0,19342000000.0,16563666666.666668,17594944444.444447,17155421052.631578,20249294117.64706,28101000000.0,22555941176.47059,21988444444.444447,20632090909.090908,10943548387.096775,10350515463.917526,10832064941.653982,9697416974.169743,18991484420.359978,12294964837.623463,11316127378.96127,15031055046.757534,13627325461.174295,13245990274.45809,14183446025.738909,16403043849.82968,21144957990.468067,26157743368.871613,29868657858.008186,34380536495.67393,44432811756.47305,54480684188.44424,52023801230.120026,50760929302.51474,57737040780.015656,54288135058.79262,55852123989.95043,57157782909.93072,50811995688.67711,53964253211.83995,59309748166.11794,66370132238.3914,68881010245.54976,70368758395.14104,84041493015.66185,90346169914.93486,101584384672.78587,101584384672.78587
Burkina Faso,BFA,330442815.8211856,350247234.26071155,379567099.24942166,394040667.1063353,410321644.96491134,422916789.7482999,433889766.239436,450753923.5480476,460442689.3763777,478298645.39382035,458404268.76197135,482411179.1211782,578595521.9901348,674773569.8775476,751133430.4493006,939972703.4630206,976547188.0547776,1131224878.1886473,1475583644.9361432,1748480620.5239744,1928719888.2068832,1775842333.5704167,1754450096.2372131,1600278605.2546546,1459880132.1410668,1552493196.2842438,2036303357.6811328,2369834949.732339,2616040478.9930944,2615587733.973027,3101300778.564138,3135045584.08387,3356692505.1826596,3199536465.233282,1895290637.0950437,2379517975.2805634,2586550595.4101324,2447669101.9517813,2804902367.146874,3389566712.6603723,2968370087.597594,3190371080.947684,3622350062.9605265,4740768142.674943,5451688537.6095915,6146353173.349286,6547419820.381131,7625722836.768471,9451435490.114674,9450696873.343262,10109619740.699419,12080295977.563232,12561015156.568285,13444300485.841228,13943016076.743608,11832159315.62978,12833363045.336655,14106955615.344177,15890066221.288244,16032813501.663946,17725010530.7894,19643166853.66414,18820219331.22608,20324617838.967648,20324617838.967648
Burundi,BDI,195999990.0,202999992.0,213500006.0,232749998.0,260750008.0,158994962.96296296,165444571.42857143,178297142.85714287,183200000.0,190205714.2857143,242732571.42857143,252842285.7142857,246804571.42857143,304339839.55214554,345263492.06349206,420986666.6666666,448412753.6231884,547535555.5555556,610225555.5555556,782496666.6666666,919726666.6666666,969046666.6666666,1013222222.2222222,1082926304.464766,987143931.166987,1149979285.7734692,1201725497.065779,1131466494.0110068,1082403219.4878733,1113924130.4114907,1132101252.5181746,1167398478.3459036,1083037670.60484,938632612.0263591,925030590.153683,1000428393.885281,869033856.3170933,972896267.915425,893770740.2074156,808077223.3657464,870486065.8831366,876794723.0685855,825394519.4237278,784654423.6204764,915257323.3960996,1117113079.736455,1273375078.4484448,1356199387.4230778,1611835857.0458813,1781455139.8593144,2032135192.0124843,2235820809.3200555,2333341334.457535,2451606632.292456,2705783329.804834,3104003546.264973,2644487776.500767,2723586962.8403373,2667182199.51333,2576518879.823531,2649680261.442985,2775798697.4602237,3338722827.656905,2642161668.9275384,3338722827.656905
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,142246815.34500742,139468209.11620566,140630678.98347828,138476175.62036282,132019038.59162803,137728204.81373543,190651167.55938494,235253064.70981985,264308140.28514937,267448571.41461146,306890962.64953285,319827058.59287477,357160985.3274133,490417389.68256927,406580652.33053684,487148993.5331087,501979269.8439417,490608657.9249761,521910560.5248681,592416703.0588781,539227277.6264108,563090490.3773685,620507387.4661741,813260468.8738337,924940011.8368965,972241676.9076619,1107571457.9061399,1649621738.636892,1959620648.3157773,1852334575.1752055,1824751467.9295683,2046817987.2010858,1913081210.4141111,2028910915.1644647,2041930125.4297915,1749857620.3532875,1849789985.9957225,1996741539.9508774,2205099506.9999404,2252177124.324024,1821565613.6861308,2051842609.6455781,2303738020.1514816,2587252076.305599,2587252076.305599
Cambodia,KHM,,,,,,,,,,,,,,,,749129748.1605784,790357254.5332818,716261764.5078233,766642356.1440547,723738502.703893,744384129.733958,815153652.3897336,865516039.8000126,939291262.1220036,1021176058.6378794,1102669184.4622602,1167630317.841059,1036974910.4474584,1662877859.220189,1353137647.6838706,1402541176.5120633,2054974089.364303,2491486594.189168,2533727592.0416512,2791435272.26653,3441205692.9165983,3506695719.572588,3443413388.6569595,3120425502.662407,3517242477.254799,3654031716.398547,3984000517.074414,4284028482.5121264,4658246918.321186,5337833248.014341,6293046161.7593155,7274595706.574058,8639235912.590769,10351914177.483913,10401851767.708315,11242275287.581013,12829541141.061968,14054443213.488718,15227991395.12074,16702610842.35294,18049954289.472065,20016747857.636715,22177200588.182632,24571753583.393467,27089390032.797966,25872797891.766376,26961061151.733734,29504829319.316875,31772759998.85713,31772759998.85713
Cameroon,CMR,614206068.4972658,652777608.3204924,694247864.3788999,718320845.0443375,776650176.9044532,814083265.5114259,851112534.5526356,936175260.0309191,1046191217.7994169,1100551488.6268868,1151216992.8809454,1236941394.114466,1498251889.6628742,1901393361.0228183,2157415532.5479603,2857037371.058858,2898090001.8562007,3394664024.055029,4662852583.132564,5919002982.601996,6674569046.683197,6610938616.664299,6611255963.835844,6870200009.900646,7311938026.367127,8544810497.988902,11857056199.076525,13049659981.137337,12236057362.491734,11012566195.02554,12314482627.84536,11840192296.38931,12071775335.04334,16181814712.529512,8902446252.183718,10864772470.904276,11093538846.448252,10789458432.641554,11298144990.410444,11565826458.893816,10566579294.515879,10953485345.222004,12417251341.602757,15970315030.239712,18826214125.231678,19509852219.89974,20910512979.12774,23928250409.221233,27715142006.01808,27932970296.85164,27507501808.637745,30630910513.488373,30155062302.449677,33728621190.416393,36386544715.27016,32210233021.404896,33814337040.781666,36098547058.785095,39955552189.79499,39667757527.65778,40773241177.05051,44993521774.06597,43644068310.85101,47945510090.05286,47945510090.05286
Canada,CAN,40563768946.95027,41038192837.90354,42336211555.8268,45140337826.986855,49503663836.3665,54649410478.52257,61252415404.686035,65856924423.97209,72048833006.16019,79405011124.82079,88192257632.30931,99606454743.51357,113463848873.6236,131764343565.64342,160949188139.0593,174419757176.5631,207271612576.0649,212325176304.65448,219369542386.25406,243891124295.71454,274776566028.05338,307246642755.8595,314647807408.6083,341866277182.7329,356718400123.5426,366186012449.65216,379006836991.72363,433134238310.70886,509380027626.554,567211993243.2433,596075591360.9873,612527712315.615,594387358318.8549,579053561739.4,579944346807.2643,605961090061.2067,630607994132.7466,654986999855.554,634000000000.0,678412196271.118,744773415931.587,738981792355.372,760649334098.0055,895540646634.787,1026690238278.2476,1173108598778.6763,1319264809590.9731,1468820407783.2603,1552989690721.6497,1374625142157.2915,1617343367486.2585,1793326630174.5186,1828366481521.5952,1846597421834.9834,1805749878439.9412,1556508816217.1401,1527994741907.425,1649265644244.095,1725329192783.024,1743725183672.5212,1655684730000.1936,2007472181464.1519,2161483369422.0146,2140085567791.4514,2161483369422.0146
Caribbean small states,CSS,641539199.9668324,700032151.3942497,751070761.9145066,783055216.4249977,850013068.4033983,941955802.170842,1060211693.6867806,1193809346.9742246,1249827169.4903567,1408416099.2238748,1494644823.0713131,1613957283.859403,1699530410.789884,1914714924.044498,2188779239.8090234,2399029470.1283846,2459992058.3139834,2810359159.793162,3227977419.1455398,3813512912.083206,4581034657.328288,4920708665.369143,5085934008.824956,5355236378.617863,5855996772.41849,6344026525.304474,6899365003.284719,7446648029.210851,8147437984.701295,8161221667.959161,8504276626.8215,8637254827.274288,8801288383.806475,9144076192.959501,9839199623.043892,10400848111.348568,11180259450.935703,14335075432.754421,15597595841.554714,16582093658.359903,17467367619.11133,17638376240.548378,18687788779.52685,19248879362.73341,20281937834.11507,22208371015.041626,25923714993.905876,28067234199.50139,29396279802.381817,28708191270.567104,29715534449.174686,30344564229.33823,32052386052.294262,32390809157.29226,33462282320.523846,34538256117.68588,33451252507.26625,34921587493.33965,36225416548.20062,37621010338.36159,31378030000.78202,36706592898.692474,48138054138.98492,53252637669.89535,53252637669.89535
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288282.1015687,4466278030.591674,4585948969.332233,4281714618.0323763,4156841163.777627,4186073160.182533,4291004485.5680346,4405796081.159841,4562853582.324625,4708167255.287269,4909322200.002124,5166281293.187153,5530178498.907827,5941896599.573326,5655357984.242185,6060026509.585386,6600844001.537206,,6600844001.537206
Central African Republic,CAF,112155598.49215747,123134583.46355903,124482773.83305976,129379123.76305042,142025078.73575366,150574795.40986323,157930018.0910871,163820513.56243202,191767441.6045771,188039210.13037923,189106529.20701113,201450799.82635018,230317883.36442974,271183082.04306173,281398705.57059574,378660016.2659364,451152461.3127605,507298147.5265393,610578631.9929826,700764747.7564625,797048198.5348748,694803622.8989656,748312390.7566056,658679332.6813309,637820670.2996036,864849836.286193,1122265013.4200428,1200991977.8080113,1264899287.5126107,1233930280.917237,1440711459.1696668,1377374986.5870886,1411917553.1243598,1278781261.5592825,851174356.7817373,1115389673.6919692,1007791127.0991323,937741513.0153515,967338389.6505778,999477510.6866324,916777282.6916586,932648604.7519541,996068144.8848892,1142315522.538636,1272360517.3237343,1337894378.737431,1461859762.3345907,1699811294.9493458,1993407888.4983778,2067381665.2545447,2142591540.4006848,2437982705.120927,2510126512.2283134,1691544110.1854331,1894813389.403252,1695825714.1928205,1825018144.6559532,2072349972.6817954,2220979146.1124053,2221301351.439182,2326720900.380474,2516498412.463837,2382618615.016939,2555492085.2483063,2555492085.2483063
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271637123369.4262,249770190038.70462,256444334950.33386,269826665737.78308,308020664820.8831,393418186688.96454,416195415189.1887,410169356215.5445,448894516191.06384,435065687984.2278,428597564395.9415,468614167274.2405,528074378315.02216,634393988542.2975,763090451335.7031,886072339096.3014,1001637213773.6056,1265565727257.357,1530718934020.8186,1289853592526.9795,1316548010141.4233,1454732403908.4631,1359052936743.2288,1417557275930.6997,1463823020682.8547,1293623329358.516,1316821592128.1628,1461567745963.704,1649014249607.3076,1674815945871.774,1665817489087.9575,1908203520080.4954,1943576044705.412,2252970882003.431,2252970882003.431
Chad,TCD,313582728.1475742,333975336.1107222,357635713.4193201,371767002.1948862,392247517.7284819,416926303.3168722,432794921.6804892,449826322.6134528,453980096.2087106,471635621.5615988,469266736.65067697,501866730.1489865,585427546.7982723,647199482.9825367,652532795.0848049,864602104.6796529,866044962.0162745,935360464.7013409,1113920123.767227,1004316496.3505077,1033002403.8530374,876937558.2737565,834369859.6630175,832415806.0100639,919103734.8769958,1033069709.331904,1067828245.8620746,1163426852.2044249,1482597297.988208,1433686312.0291424,1738605557.7631288,1877137981.757122,1881847669.6979368,1463251163.918803,1179837963.2221267,1445919894.5766084,1607345355.782984,1544689576.9271238,1744794531.2140133,1534673583.2487004,1388506771.587557,1710843377.001189,1997005708.8157554,2742815071.5743995,4422855660.82592,6649307523.643773,7428701453.9150915,8650137743.325472,10393833765.365057,9290728318.988207,10668103554.119226,12172308851.039494,12367362757.134161,12953534866.428648,13940767218.584887,10950392256.954294,10097778098.170738,10000394381.017702,11239167898.339537,11314951091.728327,10715396042.334282,11779981332.159998,12396807590.172993,13149325358.73826,13940767218.584887
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677376.614773,6262740656.851643,6439703434.710243,6232906290.485102,6663669064.748201,7332244897.959183,8553643354.082753,8827272727.272726,9676172953.081877,11514605842.336935,,,,,,,,,9072059721.021658,9070980826.69076,9940766574.08511,9921386549.998047,9301349237.210602,11138490591.65705,11228317318.765242,,11514605842.336935
Chile,CHL,4109999999.9999995,4829238095.238095,5631285444.234405,5591307028.360049,5964195925.4443,6108679125.752296,7162633082.316282,7057478295.185478,7192102966.841187,8359596194.012531,9144112431.282143,10876091407.977724,11833904487.64099,16826390943.859747,16209693232.078217,7621570062.175982,10338624019.441456,13965595122.324732,15992038535.204554,21806136345.50743,29036709871.794872,34509878043.589745,19529291464.72743,20362016672.277973,19671768024.458138,17717662227.80357,18897110625.524246,22250729666.793674,26042571615.59869,29936735491.442673,33137824762.017254,37846188228.270164,45949608551.80856,49287378599.161156,56998601183.54916,73444831671.01689,78584098982.90967,85741415285.4035,81990010703.84299,75578685735.52188,78339750721.73518,71574739561.43288,70264045939.13216,76492579644.06053,99075985773.176,122294145162.83487,153843518171.4301,172491076033.86267,179894594475.97992,171777900623.17734,217051209240.29752,251382573885.5944,267024782480.28046,277395018837.36597,259560978231.5518,242450355827.82703,249344863933.46103,276154259987.10345,295857562991.70905,278285058719.4661,254042159309.31055,315515014838.5395,302116539409.02985,335533331669.2191,335533331669.2191
China,CHN,59716249310.97416,50056685957.35899,47209186415.35554,50706614526.14723,59708125203.86431,70436008642.42514,76720005491.89641,72881364882.49088,70846276051.47272,79705614854.76736,92602634891.65894,99800593790.98865,113689308020.34328,138543170458.06406,144188970821.072,163429530659.63803,153939265947.7752,174935933078.6625,149540752829.26828,178280594413.0435,191149211575.0,195866382432.53967,205089699858.7786,230686747153.2567,259946510957.14288,309488028132.6531,300758100107.24634,272972974764.574,312353631207.8189,347768051311.74084,360857912565.9656,383373318083.62366,426915712715.8556,444731282435.51544,564321854521.0131,734484834573.582,863749314718.5378,961601980984.6226,1029060747620.6549,1094003874937.3358,1211331651866.086,1339400897105.11,1470557654799.9465,1660280543846.7896,1955346768721.3936,2285961149879.8496,2752118657184.015,3550327802998.397,4594336785737.672,5101691124285.214,6087191746679.489,7551545703440.755,8532185381680.593,9570471111831.676,10475624944355.225,11061572618578.693,11233313730348.719,12310491333980.889,13894907857880.576,14279968506271.727,14687744162801.033,17820459508852.184,17881783387000.867,17794781986104.457,17881783387000.867
Colombia,COL,4031152976.6390357,4540447761.19403,4955538218.816184,4836166666.666667,5973366666.666667,5760761904.761905,5428518518.518518,5825170438.487043,5960212869.12968,6450175213.749228,7198360460.198871,7820380970.53674,8671358732.684858,10315760000.33939,12370029583.641897,13098633901.867271,15341403660.469809,19470960619.129715,23263511958.050903,27940411250.27322,33400735644.048115,36388366869.03093,38968039721.74803,38729822781.599724,38253120737.96712,34894419443.488075,34942489683.97124,36373307085.088745,39212550050.42228,39540080200.393814,47844090709.990845,49637993948.840195,58394443377.54163,66474101301.17586,81705497616.57028,92495970511.39507,97153389010.94661,106656492293.614,98486358581.1639,86278947636.96202,99875074951.02779,98200641203.38924,97945812802.88817,94644969157.0987,117092416666.24509,145600529605.80283,161792958904.86404,206229540926.31125,242504150472.93076,232468663109.59418,286498534094.96277,334966134804.887,370691143018.03864,382093697077.68494,381240864422.4061,293492370193.1657,282720100286.22784,311866875156.87885,334198218098.2756,323031701192.83997,270348342541.46512,318524633225.39514,345329875078.5117,363540156234.86835,382093697077.68494
